/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    load-checkpoint ................................: (44864.35, 44864.67)
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (49970.06, 50047.96)
    train/valid/test-data-iterators-setup ..........: (7255.42, 10663.08)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration     4001/   51900 | consumed samples:      4097024 | elapsed time per iteration (ms): 46034.8 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.194376E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4039/   51900 | consumed samples:      4135936 | elapsed time per iteration (ms): 38092.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.177267E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4040/   51900 | consumed samples:      4136960 | elapsed time per iteration (ms): 38083.4 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.172197E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4041/   51900 | consumed samples:      4137984 | elapsed time per iteration (ms): 38105.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.174064E+00 | loss scale: 1.0 | grad norm: 0.159 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4042/   51900 | consumed samples:      4139008 | elapsed time per iteration (ms): 38107.2 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.188987E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4043/   51900 | consumed samples:      4140032 | elapsed time per iteration (ms): 38098.5 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.185099E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4044/   51900 | consumed samples:      4141056 | elapsed time per iteration (ms): 38085.4 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.184069E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4045/   51900 | consumed samples:      4142080 | elapsed time per iteration (ms): 38067.2 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.193019E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4046/   51900 | consumed samples:      4143104 | elapsed time per iteration (ms): 38104.6 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.189756E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4047/   51900 | consumed samples:      4144128 | elapsed time per iteration (ms): 38099.2 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.192348E+00 | loss scale: 1.0 | grad norm: 0.184 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4048/   51900 | consumed samples:      4145152 | elapsed time per iteration (ms): 38107.7 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.201580E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4049/   51900 | consumed samples:      4146176 | elapsed time per iteration (ms): 38091.0 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.183843E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4050/   51900 | consumed samples:      4147200 | elapsed time per iteration (ms): 38050.2 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.171413E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4051/   51900 | consumed samples:      4148224 | elapsed time per iteration (ms): 38091.0 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.173057E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4052/   51900 | consumed samples:      4149248 | elapsed time per iteration (ms): 38084.5 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.179997E+00 | loss scale: 1.0 | grad norm: 0.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4053/   51900 | consumed samples:      4150272 | elapsed time per iteration (ms): 38058.7 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.164957E+00 | loss scale: 1.0 | grad norm: 0.122 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4054/   51900 | consumed samples:      4151296 | elapsed time per iteration (ms): 38078.6 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.210822E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4055/   51900 | consumed samples:      4152320 | elapsed time per iteration (ms): 38100.5 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.182304E+00 | loss scale: 1.0 | grad norm: 0.107 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4056/   51900 | consumed samples:      4153344 | elapsed time per iteration (ms): 38099.6 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.170116E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4057/   51900 | consumed samples:      4154368 | elapsed time per iteration (ms): 38104.4 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.189768E+00 | loss scale: 1.0 | grad norm: 0.111 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4058/   51900 | consumed samples:      4155392 | elapsed time per iteration (ms): 38100.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.172495E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4059/   51900 | consumed samples:      4156416 | elapsed time per iteration (ms): 38079.7 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.177550E+00 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4060/   51900 | consumed samples:      4157440 | elapsed time per iteration (ms): 38095.4 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.169602E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4061/   51900 | consumed samples:      4158464 | elapsed time per iteration (ms): 38099.0 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.171285E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4062/   51900 | consumed samples:      4159488 | elapsed time per iteration (ms): 38101.3 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.169394E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4063/   51900 | consumed samples:      4160512 | elapsed time per iteration (ms): 38099.3 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.201480E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4064/   51900 | consumed samples:      4161536 | elapsed time per iteration (ms): 38102.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.177519E+00 | loss scale: 1.0 | grad norm: 0.114 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4065/   51900 | consumed samples:      4162560 | elapsed time per iteration (ms): 38073.8 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.166867E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4066/   51900 | consumed samples:      4163584 | elapsed time per iteration (ms): 38069.6 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.173947E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4067/   51900 | consumed samples:      4164608 | elapsed time per iteration (ms): 38078.7 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.199759E+00 | loss scale: 1.0 | grad norm: 0.225 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4068/   51900 | consumed samples:      4165632 | elapsed time per iteration (ms): 38087.4 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.192806E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4069/   51900 | consumed samples:      4166656 | elapsed time per iteration (ms): 38113.6 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.156233E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4070/   51900 | consumed samples:      4167680 | elapsed time per iteration (ms): 38079.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.190245E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4071/   51900 | consumed samples:      4168704 | elapsed time per iteration (ms): 38079.2 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.185318E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4072/   51900 | consumed samples:      4169728 | elapsed time per iteration (ms): 38088.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.178618E+00 | loss scale: 1.0 | grad norm: 0.121 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4073/   51900 | consumed samples:      4170752 | elapsed time per iteration (ms): 38075.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.169971E+00 | loss scale: 1.0 | grad norm: 0.132 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4074/   51900 | consumed samples:      4171776 | elapsed time per iteration (ms): 38088.6 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.181583E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4075/   51900 | consumed samples:      4172800 | elapsed time per iteration (ms): 38057.3 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.192931E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4076/   51900 | consumed samples:      4173824 | elapsed time per iteration (ms): 38075.2 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.183790E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4077/   51900 | consumed samples:      4174848 | elapsed time per iteration (ms): 38095.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.187690E+00 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4078/   51900 | consumed samples:      4175872 | elapsed time per iteration (ms): 38061.3 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.184521E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4079/   51900 | consumed samples:      4176896 | elapsed time per iteration (ms): 38073.9 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.191344E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4080/   51900 | consumed samples:      4177920 | elapsed time per iteration (ms): 38098.3 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.196350E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4081/   51900 | consumed samples:      4178944 | elapsed time per iteration (ms): 38064.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.169181E+00 | loss scale: 1.0 | grad norm: 0.131 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4082/   51900 | consumed samples:      4179968 | elapsed time per iteration (ms): 38059.8 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.172448E+00 | loss scale: 1.0 | grad norm: 0.170 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4083/   51900 | consumed samples:      4180992 | elapsed time per iteration (ms): 38094.4 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.211238E+00 | loss scale: 1.0 | grad norm: 2.011 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4084/   51900 | consumed samples:      4182016 | elapsed time per iteration (ms): 38082.6 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.203576E+00 | loss scale: 1.0 | grad norm: 2.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4085/   51900 | consumed samples:      4183040 | elapsed time per iteration (ms): 38091.0 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.215685E+00 | loss scale: 1.0 | grad norm: 0.876 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4086/   51900 | consumed samples:      4184064 | elapsed time per iteration (ms): 38096.7 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.190488E+00 | loss scale: 1.0 | grad norm: 0.211 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4087/   51900 | consumed samples:      4185088 | elapsed time per iteration (ms): 38097.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.207294E+00 | loss scale: 1.0 | grad norm: 0.240 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4088/   51900 | consumed samples:      4186112 | elapsed time per iteration (ms): 38094.4 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.214046E+00 | loss scale: 1.0 | grad norm: 0.358 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4089/   51900 | consumed samples:      4187136 | elapsed time per iteration (ms): 38100.1 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.183819E+00 | loss scale: 1.0 | grad norm: 0.183 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4090/   51900 | consumed samples:      4188160 | elapsed time per iteration (ms): 38108.6 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.190416E+00 | loss scale: 1.0 | grad norm: 0.147 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4091/   51900 | consumed samples:      4189184 | elapsed time per iteration (ms): 38095.8 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.190124E+00 | loss scale: 1.0 | grad norm: 0.125 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4092/   51900 | consumed samples:      4190208 | elapsed time per iteration (ms): 38087.9 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.197379E+00 | loss scale: 1.0 | grad norm: 0.158 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4093/   51900 | consumed samples:      4191232 | elapsed time per iteration (ms): 38084.4 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.185596E+00 | loss scale: 1.0 | grad norm: 0.136 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4094/   51900 | consumed samples:      4192256 | elapsed time per iteration (ms): 38101.8 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.201060E+00 | loss scale: 1.0 | grad norm: 0.137 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4095/   51900 | consumed samples:      4193280 | elapsed time per iteration (ms): 38090.4 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.192197E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     4096/   51900 | consumed samples:      4194304 | elapsed time per iteration (ms): 38099.5 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.203732E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
