/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    load-checkpoint ................................: (57289.24, 57289.38)
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (62309.56, 62379.21)
    train/valid/test-data-iterators-setup ..........: (7176.06, 10814.68)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration    12501/   51900 | consumed samples:     12801024 | elapsed time per iteration (ms): 48349.3 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.961470E+00 | loss scale: 1.0 | grad norm: 0.062 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12512/   51900 | consumed samples:     12812288 | elapsed time per iteration (ms): 39246.7 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.954373E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12513/   51900 | consumed samples:     12813312 | elapsed time per iteration (ms): 39254.9 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.956569E+00 | loss scale: 1.0 | grad norm: 0.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12514/   51900 | consumed samples:     12814336 | elapsed time per iteration (ms): 39221.1 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.943454E+00 | loss scale: 1.0 | grad norm: 0.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12515/   51900 | consumed samples:     12815360 | elapsed time per iteration (ms): 39307.1 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.968348E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12516/   51900 | consumed samples:     12816384 | elapsed time per iteration (ms): 39248.6 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.948600E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12517/   51900 | consumed samples:     12817408 | elapsed time per iteration (ms): 39236.0 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.969560E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12518/   51900 | consumed samples:     12818432 | elapsed time per iteration (ms): 39250.1 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.952818E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12519/   51900 | consumed samples:     12819456 | elapsed time per iteration (ms): 39233.5 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.961622E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12520/   51900 | consumed samples:     12820480 | elapsed time per iteration (ms): 39254.0 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.953912E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12521/   51900 | consumed samples:     12821504 | elapsed time per iteration (ms): 39259.2 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.961806E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12522/   51900 | consumed samples:     12822528 | elapsed time per iteration (ms): 39270.5 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.954448E+00 | loss scale: 1.0 | grad norm: 0.071 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12523/   51900 | consumed samples:     12823552 | elapsed time per iteration (ms): 39242.5 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.948611E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12524/   51900 | consumed samples:     12824576 | elapsed time per iteration (ms): 39255.9 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.954969E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12525/   51900 | consumed samples:     12825600 | elapsed time per iteration (ms): 39256.5 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.959311E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12526/   51900 | consumed samples:     12826624 | elapsed time per iteration (ms): 39261.7 | learning rate: 1.810E-04 | global batch size:  1024 | lm loss: 1.943813E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12527/   51900 | consumed samples:     12827648 | elapsed time per iteration (ms): 39259.4 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.965321E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12528/   51900 | consumed samples:     12828672 | elapsed time per iteration (ms): 39269.0 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.962830E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12529/   51900 | consumed samples:     12829696 | elapsed time per iteration (ms): 39248.0 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.948137E+00 | loss scale: 1.0 | grad norm: 0.093 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12530/   51900 | consumed samples:     12830720 | elapsed time per iteration (ms): 39253.9 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.948330E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12531/   51900 | consumed samples:     12831744 | elapsed time per iteration (ms): 39263.5 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.943495E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12532/   51900 | consumed samples:     12832768 | elapsed time per iteration (ms): 39256.0 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.944131E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12533/   51900 | consumed samples:     12833792 | elapsed time per iteration (ms): 39246.4 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.955813E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12534/   51900 | consumed samples:     12834816 | elapsed time per iteration (ms): 39264.8 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.946389E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12535/   51900 | consumed samples:     12835840 | elapsed time per iteration (ms): 39252.4 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.941068E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12536/   51900 | consumed samples:     12836864 | elapsed time per iteration (ms): 39279.0 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.960635E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12537/   51900 | consumed samples:     12837888 | elapsed time per iteration (ms): 39259.4 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.966931E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12538/   51900 | consumed samples:     12838912 | elapsed time per iteration (ms): 39403.4 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.939643E+00 | loss scale: 1.0 | grad norm: 0.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12539/   51900 | consumed samples:     12839936 | elapsed time per iteration (ms): 39411.9 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.951402E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12540/   51900 | consumed samples:     12840960 | elapsed time per iteration (ms): 39237.9 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.942134E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12541/   51900 | consumed samples:     12841984 | elapsed time per iteration (ms): 39271.8 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.972284E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12542/   51900 | consumed samples:     12843008 | elapsed time per iteration (ms): 39275.4 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.954655E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12543/   51900 | consumed samples:     12844032 | elapsed time per iteration (ms): 39256.1 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.959962E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12544/   51900 | consumed samples:     12845056 | elapsed time per iteration (ms): 39256.4 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.952757E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12545/   51900 | consumed samples:     12846080 | elapsed time per iteration (ms): 39270.1 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.959560E+00 | loss scale: 1.0 | grad norm: 0.093 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12546/   51900 | consumed samples:     12847104 | elapsed time per iteration (ms): 39266.5 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.939014E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12547/   51900 | consumed samples:     12848128 | elapsed time per iteration (ms): 39267.0 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.950097E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12548/   51900 | consumed samples:     12849152 | elapsed time per iteration (ms): 39262.8 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.965373E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12549/   51900 | consumed samples:     12850176 | elapsed time per iteration (ms): 39262.0 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.943840E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12550/   51900 | consumed samples:     12851200 | elapsed time per iteration (ms): 39256.6 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.947409E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12551/   51900 | consumed samples:     12852224 | elapsed time per iteration (ms): 39262.8 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.960133E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12552/   51900 | consumed samples:     12853248 | elapsed time per iteration (ms): 39270.7 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.950188E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12553/   51900 | consumed samples:     12854272 | elapsed time per iteration (ms): 39278.8 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.961917E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12554/   51900 | consumed samples:     12855296 | elapsed time per iteration (ms): 39256.4 | learning rate: 1.809E-04 | global batch size:  1024 | lm loss: 1.943950E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12555/   51900 | consumed samples:     12856320 | elapsed time per iteration (ms): 39265.9 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.937463E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12556/   51900 | consumed samples:     12857344 | elapsed time per iteration (ms): 39238.9 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.944916E+00 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12557/   51900 | consumed samples:     12858368 | elapsed time per iteration (ms): 39252.9 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.947829E+00 | loss scale: 1.0 | grad norm: 0.111 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12558/   51900 | consumed samples:     12859392 | elapsed time per iteration (ms): 39268.2 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.933995E+00 | loss scale: 1.0 | grad norm: 0.120 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12559/   51900 | consumed samples:     12860416 | elapsed time per iteration (ms): 39278.0 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.967439E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12560/   51900 | consumed samples:     12861440 | elapsed time per iteration (ms): 39263.3 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.950376E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12561/   51900 | consumed samples:     12862464 | elapsed time per iteration (ms): 39239.4 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.954280E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12562/   51900 | consumed samples:     12863488 | elapsed time per iteration (ms): 39255.7 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.964404E+00 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12563/   51900 | consumed samples:     12864512 | elapsed time per iteration (ms): 39262.3 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.946487E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12564/   51900 | consumed samples:     12865536 | elapsed time per iteration (ms): 39274.9 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.962772E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12565/   51900 | consumed samples:     12866560 | elapsed time per iteration (ms): 39252.3 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.970763E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12566/   51900 | consumed samples:     12867584 | elapsed time per iteration (ms): 39258.6 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.935616E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12567/   51900 | consumed samples:     12868608 | elapsed time per iteration (ms): 39266.8 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.969065E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12568/   51900 | consumed samples:     12869632 | elapsed time per iteration (ms): 39259.9 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.969633E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12569/   51900 | consumed samples:     12870656 | elapsed time per iteration (ms): 39277.1 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.947548E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12570/   51900 | consumed samples:     12871680 | elapsed time per iteration (ms): 39258.4 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.962670E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12571/   51900 | consumed samples:     12872704 | elapsed time per iteration (ms): 39233.0 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.936937E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12572/   51900 | consumed samples:     12873728 | elapsed time per iteration (ms): 39269.1 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.961532E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12573/   51900 | consumed samples:     12874752 | elapsed time per iteration (ms): 39249.6 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.958170E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12574/   51900 | consumed samples:     12875776 | elapsed time per iteration (ms): 39256.2 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.957462E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12575/   51900 | consumed samples:     12876800 | elapsed time per iteration (ms): 39274.8 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.948377E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12576/   51900 | consumed samples:     12877824 | elapsed time per iteration (ms): 39254.2 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.970950E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12577/   51900 | consumed samples:     12878848 | elapsed time per iteration (ms): 39276.1 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.968239E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12578/   51900 | consumed samples:     12879872 | elapsed time per iteration (ms): 39328.4 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.959399E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12579/   51900 | consumed samples:     12880896 | elapsed time per iteration (ms): 39272.8 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.963664E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12580/   51900 | consumed samples:     12881920 | elapsed time per iteration (ms): 39265.3 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.955312E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12581/   51900 | consumed samples:     12882944 | elapsed time per iteration (ms): 39239.7 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.952307E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12582/   51900 | consumed samples:     12883968 | elapsed time per iteration (ms): 39256.7 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.965607E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12583/   51900 | consumed samples:     12884992 | elapsed time per iteration (ms): 39249.5 | learning rate: 1.808E-04 | global batch size:  1024 | lm loss: 1.952443E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12584/   51900 | consumed samples:     12886016 | elapsed time per iteration (ms): 39249.7 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.941813E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12585/   51900 | consumed samples:     12887040 | elapsed time per iteration (ms): 39259.1 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.954188E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12586/   51900 | consumed samples:     12888064 | elapsed time per iteration (ms): 39275.9 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.976292E+00 | loss scale: 1.0 | grad norm: 0.093 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12587/   51900 | consumed samples:     12889088 | elapsed time per iteration (ms): 39226.3 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.944848E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12588/   51900 | consumed samples:     12890112 | elapsed time per iteration (ms): 39265.1 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.952073E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12589/   51900 | consumed samples:     12891136 | elapsed time per iteration (ms): 39247.1 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.954177E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12590/   51900 | consumed samples:     12892160 | elapsed time per iteration (ms): 39249.7 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.942163E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12591/   51900 | consumed samples:     12893184 | elapsed time per iteration (ms): 39242.8 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.971847E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12592/   51900 | consumed samples:     12894208 | elapsed time per iteration (ms): 39243.7 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.936058E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12593/   51900 | consumed samples:     12895232 | elapsed time per iteration (ms): 39224.0 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.950865E+00 | loss scale: 1.0 | grad norm: 0.071 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12594/   51900 | consumed samples:     12896256 | elapsed time per iteration (ms): 39261.4 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.942129E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12595/   51900 | consumed samples:     12897280 | elapsed time per iteration (ms): 39222.2 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.947146E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12596/   51900 | consumed samples:     12898304 | elapsed time per iteration (ms): 39281.6 | learning rate: 1.807E-04 | global batch size:  1024 | lm loss: 1.945380E+00 | loss scale: 1.0 | grad norm: 0.223 | number of skipped iterations:   0 | number of nan iterations:   0 |
